1, en, 6, 1, AzBio10_List6_Sentence1.wav, SHE MISSED A WEEK OF WORK AND NOBODY NOTICED
1, en, 6, 2, AzBio10_List6_Sentence2.wav, THE MONKEY LEARNED SOME SIGN LANGUAGE
1, en, 6, 3, AzBio10_List6_Sentence3.wav, THE HOUSE WAS PAINTED BRIGHT ORANGE
1, en, 6, 4, AzBio10_List6_Sentence4.wav, ONE DAY GIANTS WILL TAKE OVER THE WORLD
1, en, 6, 5, AzBio10_List6_Sentence5.wav, THE NEW BARBIE DOLL IS PREGNANT
1, en, 6, 6, AzBio10_List6_Sentence6.wav, IT WAS BETTER TO RUN AT NIGHT AFTER SUNSET
1, en, 6, 7, AzBio10_List6_Sentence7.wav, HE NEVER ACKNOWLEDGED THE CHRISTMAS GIFT
1, en, 6, 8, AzBio10_List6_Sentence8.wav, SHE HAD THE STOMACH FLU FOR FOUR DAYS
1, en, 6, 9, AzBio10_List6_Sentence9.wav, HOW DARE YOU CALL ME A SPINELESS WIMP
1, en, 6, 10, AzBio10_List6_Sentence10.wav, DON'T GET ME STARTED
1, en, 6, 11, AzBio10_List6_Sentence11.wav, SHE WAS MORE THAN READY TO COME HOME
1, en, 6, 12, AzBio10_List6_Sentence12.wav, THE ARTIST'S WORK HAD A CHILDLIKE QUALITY
1, en, 6, 13, AzBio10_List6_Sentence13.wav, HE CRUSHED A CAN ON HIS HEAD
1, en, 6, 14, AzBio10_List6_Sentence14.wav, SHE FINALLY STOOD UP FOR HERSELF
1, en, 6, 15, AzBio10_List6_Sentence15.wav, HAVE A NEIGHBOR PICK UP YOUR MAIL AND PAPER
1, en, 6, 16, AzBio10_List6_Sentence16.wav, ONLY THE ANTS' COILED CARCASSES REMAINED AFTER THE EXTERMINATION
1, en, 6, 17, AzBio10_List6_Sentence17.wav, IT IS WRONG TO BORROW SOMEONE'S CAR WITHOUT PERMISSION
1, en, 6, 18, AzBio10_List6_Sentence18.wav, THE CANDLE SMELLED LIKE SUGAR COOKIES
1, en, 6, 19, AzBio10_List6_Sentence19.wav, I DOUBT YOU WERE THINKING TOO MUCH
