1, en, 61, 1, win/WIN_T6L1_Word1_Cool.wav, Cool
1, en, 61, 2, win/WIN_T6L1_Word2_Dodge.wav, Dodge
1, en, 61, 3, win/WIN_T6L1_Word3_Wheat.wav, Wheat
1, en, 61, 4, win/WIN_T6L1_Word4_Pain.wav, Pain
1, en, 61, 5, win/WIN_T6L1_Word5_Youth.wav, Youth
1, en, 61, 6, win/WIN_T6L1_Word6_Luck.wav, Luck
1, en, 61, 7, win/WIN_T6L1_Word7_Chair.wav, Chair
1, en, 61, 8, win/WIN_T6L1_Word8_Ring.wav, Ring
1, en, 61, 9, win/WIN_T6L1_Word9_Ditch.wav, Ditch
1, en, 61, 10, win/WIN_T6L1_Word10_Kick.wav, Kick
1, en, 61, 11, win/WIN_T6L1_Word11_Judge.wav, Judge
1, en, 61, 12, win/WIN_T6L1_Word12_Red.wav, Red
1, en, 61, 13, win/WIN_T6L1_Word13_Base.wav, Base
1, en, 61, 14, win/WIN_T6L1_Word14_Wire.wav, Wire
1, en, 61, 15, win/WIN_T6L1_Word15_Time.wav, Time
1, en, 61, 16, win/WIN_T6L1_Word16_Hate.wav, Hate
1, en, 61, 17, win/WIN_T6L1_Word17_Voice.wav, Voice
1, en, 61, 18, win/WIN_T6L1_Word18_Shack.wav, Shack
1, en, 61, 19, win/WIN_T6L1_Word19_Tool.wav, Tool
1, en, 61, 20, win/WIN_T6L1_Word20_Rush.wav, Rush
1, en, 61, 21, win/WIN_T6L1_Word21_Half.wav, Half
1, en, 61, 22, win/WIN_T6L1_Word22_Pick.wav, Pick
1, en, 61, 23, win/WIN_T6L1_Word23_Young.wav, Young
1, en, 61, 24, win/WIN_T6L1_Word24_Bite.wav, Bite
1, en, 61, 25, win/WIN_T6L1_Word25_Turn.wav, Turn
1, en, 61, 26, win/WIN_T6L1_Word26_Note.wav, Note
1, en, 61, 27, win/WIN_T6L1_Word27_Mood.wav, Mood
1, en, 61, 28, win/WIN_T6L1_Word28_Far.wav, Far
1, en, 61, 29, win/WIN_T6L1_Word29_Talk.wav, Talk
1, en, 61, 30, win/WIN_T6L1_Word30_Learn.wav, Learn
1, en, 61, 31, win/WIN_T6L1_Word31_Bath.wav, Bath
1, en, 61, 32, win/WIN_T6L1_Word32_Gaze.wav, Gaze
1, en, 61, 33, win/WIN_T6L1_Word33_Get.wav, Get
1, en, 61, 34, win/WIN_T6L1_Word34_Life.wav, Life
1, en, 61, 35, win/WIN_T6L1_Word35_Read.wav, Read
1, en, 92, 1, win/WIN_T9L2_Word1_Food.wav, Food
1, en, 92, 2, win/WIN_T9L2_Word2_Juice.wav, Juice
1, en, 92, 3, win/WIN_T9L2_Word3_Hire.wav, Hire
1, en, 92, 4, win/WIN_T9L2_Word4_Late.wav, Late
1, en, 92, 5, win/WIN_T9L2_Word5_Road.wav, Road
1, en, 92, 6, win/WIN_T9L2_Word6_Gun.wav, Gun
1, en, 92, 7, win/WIN_T9L2_Word7_Such.wav, Such
1, en, 92, 8, win/WIN_T9L2_Word8_Shawl.wav, Shawl
1, en, 92, 9, win/WIN_T9L2_Word9_Haze.wav, Haze
1, en, 92, 10, win/WIN_T9L2_Word10_Tire.wav, Tire
1, en, 92, 11, win/WIN_T9L2_Word11_Date.wav, Date
1, en, 92, 12, win/WIN_T9L2_Word12_Gas.wav, Gas
1, en, 92, 13, win/WIN_T9L2_Word13_Dog.wav, Dog
1, en, 92, 14, win/WIN_T9L2_Word14_Have.wav, Have
1, en, 92, 15, win/WIN_T9L2_Word15_Live.wav, Live
1, en, 92, 16, win/WIN_T9L2_Word16_Chief.wav, Chief
1, en, 92, 17, win/WIN_T9L2_Word17_Pass.wav, Pass
1, en, 92, 18, win/WIN_T9L2_Word18_Witch.wav, Witch
1, en, 92, 19, win/WIN_T9L2_Word19_Good.wav, Good
1, en, 92, 20, win/WIN_T9L2_Word20_Search.wav, Search
1, en, 92, 21, win/WIN_T9L2_Word21_Deep.wav, Deep
1, en, 92, 22, win/WIN_T9L2_Word22_Make.wav, Make
1, en, 92, 23, win/WIN_T9L2_Word23_Soap.wav, Soap
1, en, 92, 24, win/WIN_T9L2_Word24_Doll.wav, Doll
1, en, 92, 25, win/WIN_T9L2_Word25_Sour.wav, Sour
1, en, 92, 26, win/WIN_T9L2_Word26_Mouse.wav, Mouse
1, en, 92, 27, win/WIN_T9L2_Word27_Sheep.wav, Sheep
1, en, 92, 28, win/WIN_T9L2_Word28_Mess.wav, Mess
1, en, 92, 29, win/WIN_T9L2_Word29_Beg.wav, Beg
1, en, 92, 30, win/WIN_T9L2_Word30_Long.wav, Long
1, en, 92, 31, win/WIN_T9L2_Word31_Nice.wav, Nice
1, en, 92, 32, win/WIN_T9L2_Word32_Kill.wav, Kill
1, en, 92, 33, win/WIN_T9L2_Word33_Dab.wav, Dab
1, en, 92, 34, win/WIN_T9L2_Word34_Back.wav, Back
1, en, 92, 35, win/WIN_T9L2_Word35_Calm.wav, Calm
1, en, 72, 1, win/WIN_T7L2_Word1_Hire.wav, Hire
1, en, 72, 2, win/WIN_T7L2_Word2_Food.wav, Food
1, en, 72, 3, win/WIN_T7L2_Word3_Road.wav, Road
1, en, 72, 4, win/WIN_T7L2_Word4_Late.wav, Late
1, en, 72, 5, win/WIN_T7L2_Word5_Juice.wav, Juice
1, en, 72, 6, win/WIN_T7L2_Word6_Haze.wav, Haze
1, en, 72, 7, win/WIN_T7L2_Word7_Such.wav, Such
1, en, 72, 8, win/WIN_T7L2_Word8_Tire.wav, Tire
1, en, 72, 9, win/WIN_T7L2_Word9_Shawl.wav, Shawl
1, en, 72, 10, win/WIN_T7L2_Word10_Gun.wav, Gun
1, en, 72, 11, win/WIN_T7L2_Word11_Date.wav, Date
1, en, 72, 12, win/WIN_T7L2_Word12_Dog.wav, Dog
1, en, 72, 13, win/WIN_T7L2_Word13_Live.wav, Live
1, en, 72, 14, win/WIN_T7L2_Word14_Have.wav, Have
1, en, 72, 15, win/WIN_T7L2_Word15_Gas.wav, Gas
1, en, 72, 16, win/WIN_T7L2_Word16_Pass.wav, Pass
1, en, 72, 17, win/WIN_T7L2_Word17_Good.wav, Good
1, en, 72, 18, win/WIN_T7L2_Word18_Witch.wav, Witch
1, en, 72, 19, win/WIN_T7L2_Word19_Chief.wav, Chief
1, en, 72, 20, win/WIN_T7L2_Word20_Search.wav, Search
1, en, 72, 21, win/WIN_T7L2_Word21_Make.wav, Make
1, en, 72, 22, win/WIN_T7L2_Word22_Sour.wav, Sour
1, en, 72, 23, win/WIN_T7L2_Word23_Deep.wav, Deep
1, en, 72, 24, win/WIN_T7L2_Word24_Doll.wav, Doll
1, en, 72, 25, win/WIN_T7L2_Word25_Soap.wav, Soap
1, en, 72, 26, win/WIN_T7L2_Word26_Long.wav, Long
1, en, 72, 27, win/WIN_T7L2_Word27_Sheep.wav, Sheep
1, en, 72, 28, win/WIN_T7L2_Word28_Beg.wav, Beg
1, en, 72, 29, win/WIN_T7L2_Word29_Mouse.wav, Mouse
1, en, 72, 30, win/WIN_T7L2_Word30_Mess.wav, Mess
1, en, 72, 31, win/WIN_T7L2_Word31_Back.wav, Back
1, en, 72, 32, win/WIN_T7L2_Word32_Nice.wav, Nice
1, en, 72, 33, win/WIN_T7L2_Word33_Calm.wav, Calm
1, en, 72, 34, win/WIN_T7L2_Word34_Dab.wav, Dab
1, en, 72, 35, win/WIN_T7L2_Word35_Kill.wav, Kill
1, en, 21, 8, win/WIN_T2L1_Word8_Kick.wav, Kick
1, en, 21, 1, win/WIN_T2L1_Word1_Pain.wav, Pain
1, en, 21, 2, win/WIN_T2L1_Word2_Youth.wav, Youth
1, en, 21, 3, win/WIN_T2L1_Word3_Wheat.wav, Wheat
1, en, 21, 4, win/WIN_T2L1_Word4_Dodge.wav, Dodge
1, en, 21, 5, win/WIN_T2L1_Word5_Cool.wav, Cool
1, en, 21, 6, win/WIN_T2L1_Word6_Ditch.wav, Ditch
1, en, 21, 7, win/WIN_T2L1_Word7_Ring.wav, Ring
1, en, 21, 9, win/WIN_T2L1_Word9_Chair.wav, Chair
1, en, 21, 10, win/WIN_T2L1_Word10_Luck.wav, Luck
1, en, 21, 11, win/WIN_T2L1_Word11_Base.wav, Base
1, en, 21, 12, win/WIN_T2L1_Word12_Wire.wav, Wire
1, en, 21, 13, win/WIN_T2L1_Word13_Red.wav, Red
1, en, 21, 14, win/WIN_T2L1_Word14_Time.wav, Time
1, en, 21, 15, win/WIN_T2L1_Word15_Judge.wav, Judge
1, en, 21, 16, win/WIN_T2L1_Word16_Hate.wav, Hate
